Wavelength,Intensity
223.491000,5312
223.358000,5354
223.225000,5332
223.092000,5230
222.959000,5287
222.827000,5389
222.694000,5313
222.561000,5366
222.428000,5146
222.295000,5201
222.162000,5285
222.029000,5299
221.897000,5213
221.764000,5122
221.631000,5217
221.498000,5148
221.365000,5047
221.232000,5105
221.099000,5053
220.967000,5206
220.834000,5291
220.701000,5416
220.568000,5401
220.435000,5306
220.302000,5164
220.169000,5299
220.037000,5225
219.904000,5085
219.771000,5209
219.638000,5283
219.505000,5323
219.372000,5232
219.239000,5089
219.107000,5250
218.974000,5528
218.841000,5427
218.708000,5424
218.575000,5468
218.442000,5277
218.309000,5252
218.176000,5373
218.044000,5304
217.911000,5258
217.778000,5256
217.645000,5137
217.512000,5170
217.379000,5119
217.246000,5181
217.114000,5189
216.981000,5346
216.848000,5277
216.715000,5191
216.582000,5221
216.449000,5217
216.316000,5305
216.184000,5416
216.051000,5243
215.918000,5333
215.785000,5389
215.652000,5355
215.519000,5354
215.386000,5205
215.254000,5099
215.121000,5139
214.988000,5071
214.855000,5048
214.722000,5267
214.589000,5207
214.456000,5295
214.324000,5410
214.191000,5393
214.058000,5136
213.925000,4949
213.792000,5230
213.659000,5316
213.526000,5046
213.394000,5115
213.261000,5154
213.128000,5162
212.995000,5223
212.862000,5144
212.729000,5282
212.596000,5491
212.464000,5319
212.331000,5208
212.198000,5043
212.065000,5087
211.932000,5135
211.799000,4963
211.666000,5096
211.534000,5274
211.401000,5154
211.268000,5328
211.135000,5225
211.002000,5454
210.869000,5412
210.736000,5208
210.603000,5222
210.471000,5378
210.338000,5174
210.205000,5071
210.072000,5280
209.939000,5337
209.806000,5241
209.673000,5212
209.541000,5304
209.408000,5268
209.275000,5104
209.142000,5304
209.009000,5438
208.876000,5281
208.743000,5161
208.611000,5190
208.478000,5217
208.345000,5084
208.212000,5038
208.079000,5059
207.946000,5258
207.813000,5474
207.681000,5356
207.548000,5495
207.415000,5396
207.282000,5458
207.149000,5281
207.016000,5061
206.883000,5356
206.751000,5297
206.618000,5187
206.485000,5317
206.352000,5213
206.219000,5235
206.086000,5266
205.953000,5218
205.821000,5326
205.688000,5376
205.555000,5197
205.422000,5223
205.289000,5363
205.156000,5464
205.023000,5380
204.891000,5278
204.758000,5119
204.625000,5371
204.492000,5206
204.359000,5225
204.226000,5211
204.093000,5140
203.961000,5226
203.828000,5357
203.695000,5246
203.562000,5265
203.429000,5587
203.296000,5534
203.163000,5325
203.030000,5236
202.898000,5171
202.765000,5323
202.632000,5363
202.499000,5327
202.366000,5360
202.233000,5480
202.100000,5444
201.968000,5260
201.835000,5162
201.702000,5355
201.569000,5320
201.436000,5172
201.303000,5120
201.170000,5216
201.038000,5205
200.905000,5278
200.772000,5123
200.639000,4971
200.506000,5062
200.373000,5284
200.240000,5330
200.108000,5299
199.975000,5362
199.842000,5164
199.709000,5105
199.576000,5368
199.443000,5312
199.310000,5212
199.178000,5318
199.045000,5126
198.912000,5085
198.779000,5281
198.646000,5304
198.513000,5215
198.380000,5256
198.248000,5362
198.115000,5480
0.000000,5245
0.000000,5215
0.000000,5256
0.000000,5362
0.000000,5480
0.000000,5245
0.000000,4671
0.000000,4403
0.000000,4430
0.000000,4442
0.000000,4442
0.000000,4448
0.000000,4427
0.000000,4416
0.000000,4800
